trainer_id,trainer_name,variants,location_count,locations,normal_team_preview,hardcore_team_preview
105,Bug Catcher Colton,hardcore|normal,1,Route 3 [stage=1],Dottler Lv11 | Spewpa Lv10 | Snom Lv11,Dottler Lv11 | Spewpa Lv10 | Snom Lv11
106,Bug Catcher Greg,hardcore|normal,1,Route 3 [stage=1],Nincada Lv11 | Sizzlipede Lv11 | Dustox Lv10 | Joltik Lv11,Nincada Lv11 | Sizzlipede Lv11 | Dustox Lv10 | Joltik Lv11
107,Bug Catcher James,hardcore|normal,1,Route 3 [stage=1],Ledyba Lv13 | Surskit Lv13,Ledyba Lv13 | Surskit Lv13
108,Bug Catcher Kent,hardcore|normal,1,Mt. Moon 1F [stage=1],Weedle Lv13 | Kricketune Lv12,Weedle Lv13 | Kricketune Lv12
109,Bug Catcher Robby,hardcore|normal,1,Mt. Moon 1F [stage=1],Caterpie Lv12 | Nymble Lv12 | Butterfree Lv10,Caterpie Lv12 | Nymble Lv12 | Butterfree Lv10
110,Bug Catcher Cale,hardcore|normal,1,Route 24 [stage=2],Vivillon Lv104 | Butterfree Lv101 | Wormadam Lv101,Vivillon Lv104 | Butterfree Lv101 | Wormadam Lv101
111,Bug Catcher Keigo,hardcore|normal,1,Route 6 [stage=2],Ledian Lv22 | Mothim Lv22 | Karrablast Lv23,Ledian Lv22 | Mothim Lv22 | Karrablast Lv23
112,Bug Catcher Elijah,hardcore|normal,1,Route 6 [stage=2],Masquerain Lv24,Masquerain Lv24
113,Ace Trainer Symes,hardcore|normal,1,Pokemon Tower 9F [stage=17],Rillaboom Lv103 | Dragonite Lv103 | Zebstrika Lv103 | Alcremie Lv103 | Samurott Lv103 | Decidueye Lv103,Rillaboom Lv103 | Dragonite Lv103 | Zebstrika Lv103 | Alcremie Lv103 | Samurott Lv103 | Decidueye Lv103
114,Bug Catcher Brent,hardcore|normal,1,Route 9 [stage=3],Orbeetle Lv28 | Vivillon Lv29,Orbeetle Lv28 | Vivillon Lv29
115,Bug Catcher Conner,hardcore|normal,1,Route 9 [stage=3],Heracross Lv28 | Vibrava Lv28 | Venonat Lv29,Heracross Lv28 | Vibrava Lv28 | Venonat Lv29
116,Lass Janice,hardcore|normal,1,Route 3 [stage=1],Fidough Lv10 | Nidoran♀ Lv11,Fidough Lv10 | Nidoran♀ Lv11
117,Lass Sally,hardcore|normal,1,Route 3 [stage=1],Pawmi Lv12 | Flabébé Lv13,Pikachu Lv101 | Oricorio Lv102 | Whimsicott Lv102 | Mawile Lv101
118,Lass Robin,hardcore|normal,1,Route 3 [stage=1],Flaaffy Lv14,Flaaffy Lv14
119,Lass Crissy,hardcore|normal,1,Route 4 [stage=10],Parasect Lv59 | Amoonguss Lv59 | Leavanny Lv59,Parasect Lv59 | Amoonguss Lv59 | Leavanny Lv59
120,Lass Miriam,hardcore|normal,1,Mt. Moon 1F [stage=1],Applin Lv14 | Audino Lv15,Applin Lv14 | Audino Lv15
121,Lass Iris,hardcore|normal,1,Mt. Moon 1F [stage=1],Tinkatink Lv16,Tinkatink Lv16
122,Lass Reli,hardcore|normal,1,Route 24 [stage=2],Greedent Lv101 | Togetic Lv104 | Clamperl Lv101,Greedent Lv101 | Togetic Lv104 | Clamperl Lv101
123,Lass Ali,hardcore|normal,1,Route 24 [stage=2],Jigglypuff Lv102 | Amaura Lv101 | Brionne Lv101,Jigglypuff Lv102 | Amaura Lv101 | Brionne Lv101
124,Ace Trainer Runan,hardcore|normal,1,Pokemon Tower 9F [stage=17],Krookodile Lv103 | Enamorus Lv103 | Salamence Lv103 | Aegislash Lv103 | Victini Lv103 | Keldeo Lv103,Krookodile Lv103 | Enamorus Lv103 | Salamence Lv103 | Aegislash Lv103 | Victini Lv103 | Keldeo Lv103
125,Lass Haley,hardcore|normal,1,Route 25 [stage=2],Illumise Lv19 | Tandemaus Lv19 | Audino Lv18,Illumise Lv19 | Tandemaus Lv19 | Audino Lv18
126,Lass Ann,hardcore|normal,1,S.S. Anne 1F [stage=2],Dewott Lv103 | Simisear Lv103,Samurott Lv103 | Simisear Lv103
127,Lass Dawn,hardcore|normal,1,S.S. Anne 2F Room 4 [stage=2],Kirlia Lv27 | Morpeko Lv28,Kirlia Lv27 | Morpeko Lv28
128,Lass Paige,hardcore|normal,1,Route 8 [stage=3],Nidoran♀ Lv37 | Lopunny Lv36,Nidoran♀ Lv37 | Lopunny Lv36
129,Lass Andrea,hardcore|normal,1,Route 8 [stage=3],Meowth Lv36 | Meowth Lv36 | Cutiefly Lv37,Meowth Lv36 | Meowth Lv36 | Cutiefly Lv37
130,Lass Megan,hardcore|normal,1,Route 8 [stage=3],Magby Lv35 | Smoochum Lv35 | Comfey Lv35 | Elekid Lv36 | Kirlia Lv35,Magby Lv35 | Smoochum Lv35 | Comfey Lv35 | Elekid Lv36 | Kirlia Lv35
131,Lass Julia,hardcore|normal,1,Route 8 [stage=3],Clefairy Lv35 | Munna Lv34,Clefairy Lv35 | Munna Lv34
132,Lass Kay,hardcore|normal,1,Celadon City Gym [stage=4],Nuzleaf Lv38 | Pumpkaboo Lv38,Nuzleaf Lv38 | Pumpkaboo Lv38
133,Lass Lisa,hardcore|normal,1,Celadon City Gym [stage=4],Arboliva Lv39 | Tangela Lv38,Arboliva Lv39 | Tangela Lv38
134,Sailor Edmond,hardcore|normal,1,S.S. Anne 2F [stage=2],Lileep Lv103 | Lumineon Lv101 | Tatsugiri Lv104,Cradily Lv101 | Lumineon Lv103 | Tatsugiri Lv102
135,Sailor Trevor,hardcore|normal,1,S.S. Anne 2F [stage=2],Cramorant Lv101 | Nidoqueen Lv101,Cramorant Lv102 | Nidoqueen Lv102 | Masquerain Lv103
136,Sailor Leonard,hardcore|normal,1,S.S. Anne B1F Room 4 [stage=2],Corsola Lv28,Corsola Lv28
137,Sailor Duncan,hardcore|normal,1,S.S. Anne B1F Room 4 [stage=2],Lombre Lv27 | Simipour Lv26 | Carvanha Lv28,Lombre Lv27 | Simipour Lv26 | Carvanha Lv28
138,Sailor Huey,hardcore|normal,1,S.S. Anne B1F Room 2 [stage=2],Croconaw Lv28 | Bibarel Lv28,Croconaw Lv28 | Bibarel Lv28
139,Sailor Dylan,hardcore|normal,1,S.S. Anne B1F Room 3 [stage=2],Horsea Lv28 | Clamperl Lv27 | Ducklett Lv29,Horsea Lv28 | Clamperl Lv27 | Ducklett Lv29
140,Sailor Phillip,hardcore|normal,1,S.S. Anne B1F Room 1 [stage=2],Meditite Lv29,Meditite Lv29
141,Sailor Dwayne,hardcore|normal,1,Vermilion City Gym [stage=3],Plusle Lv28 | Minun Lv28,Plusle Lv28 | Minun Lv28
142,Camper Liam,hardcore|normal,1,Pewter City Gym [stage=0],Growlithe Lv11 | Nacli Lv11,Growlithe Lv11 | Nacli Lv11
143,Camper Shane,hardcore|normal,1,Route 24 [stage=2],Bramblin Lv18 | Yamper Lv20,Bramblin Lv18 | Yamper Lv20
144,Camper Ethan,hardcore|normal,1,Route 24 [stage=2],Mabosstiff Lv102 | Salandit Lv103 | Misdreavus Lv102,Mabosstiff Lv101 | Salandit Lv101 | Misdreavus Lv101
145,Camper Ricky,hardcore|normal,1,Route 6 [stage=2],Squawkabilly Lv24,Squawkabilly Lv24
146,Camper Jeff,hardcore|normal,1,Route 6 [stage=2],Doduo Lv24 | Electrike Lv24,Ambipom Lv102 | Mr. Mime Lv102 | Perrserker Lv103 | Boltund Lv102 | Granbull Lv102
147,Channeler Rachel,hardcore|normal,1,Cape Brink House [stage=17],Grimmsnarl Lv103 | Moltres Lv103 | Zoroark Lv103 | Sneasler Lv103 | Absol Lv103 | Bisharp Lv103,Tyranitar Lv103 | Darkrai Lv103 | Zoroark Lv103 | Sneasler Lv103 | Hydreigon Lv103 | Absol Lv103
148,Camper Chris,hardcore|normal,1,Route 9 [stage=3],Ponyta Lv29 | Pignite Lv31,Ponyta Lv29 | Pignite Lv31
149,Camper Drew,hardcore|normal,1,Route 9 [stage=3],Persian Lv28 | Palpitoad Lv27 | Stunky Lv28 | Spinda Lv28,Persian Lv28 | Palpitoad Lv27 | Stunky Lv28 | Spinda Lv28
150,Picnicker Diana,hardcore|normal,1,Cerulean City Gym [stage=2],Drednaw Lv22,Drednaw Lv22
151,Picnicker Nancy,hardcore|normal,1,Route 6 [stage=2],Growlithe Lv23 | Vulpix Lv22,Growlithe Lv23 | Vulpix Lv22
152,Picnicker Isabelle,hardcore|normal,1,Route 6 [stage=2],Sinistea Lv23 | Swadloon Lv23 | Lombre Lv24,Sinistea Lv23 | Swadloon Lv23 | Lombre Lv24
153,Picnicker Kelsey,hardcore|normal,1,Route 25 [stage=2],Nidorino Lv18 | Dolliv Lv19,Nidorino Lv18 | Dolliv Lv19
154,Picnicker Alicia,hardcore|normal,1,Route 9 [stage=3],Oddish Lv28 | Bellsprout Lv28 | Sewaddle Lv28 | Morelull Lv28,Roserade Lv101 | Bruxish Lv102 | Flareon Lv103 | Chatot Lv103
155,Picnicker Caitlin,hardcore|normal,1,Route 9 [stage=3],Smeargle Lv103 | Spinda Lv103 | Sneasel Lv101 | Liepard Lv101,Smeargle Lv103 | Spinda Lv103 | Sneasel Lv102 | Liepard Lv102
156,Picnicker Heidi,hardcore|normal,1,Route 10 [stage=3],Pikachu Lv30 | Clefable Lv29,Pikachu Lv30 | Clefable Lv29
157,Picnicker Carol,hardcore|normal,1,Route 10 [stage=3],Mime Jr. Lv35 | Bombirdier Lv34,Mime Jr. Lv35 | Bombirdier Lv34
158,Picnicker Sofia,hardcore|normal,1,Rock Tunnel B1F [stage=3],Carbink Lv35 | Snorunt Lv34 | Swinub Lv35,Carbink Lv35 | Snorunt Lv34 | Swinub Lv35
159,Picnicker Martha,hardcore|normal,1,Rock Tunnel B1F [stage=3],Togetic Lv32 | Ivysaur Lv33,Togetic Lv32 | Ivysaur Lv33
160,Picnicker Tina,hardcore|normal,1,Celadon City Gym [stage=4],Breloom Lv37 | Quilladin Lv35,Breloom Lv37 | Quilladin Lv35
162,Pokemaniac Mark,hardcore|normal,1,Route 10 [stage=10],Rhyperior Lv60 | Lickilicky Lv62,Rhyperior Lv60 | Lickilicky Lv62
163,Pokemaniac Herman,hardcore|normal,1,Route 10 [stage=3],Lickitung Lv34 | Crocalor Lv35,Ninetales Lv101 | Victreebel Lv102 | Cherrim Lv103 | Sylveon Lv103
164,Pokemaniac Cooprt,hardcore|normal,1,Rock Tunnel B1F [stage=3],Mightyena Lv34 | Flareon Lv33 | Porygon Lv35,Mightyena Lv34 | Flareon Lv33 | Porygon Lv35
165,Pokemaniac Steve,hardcore|normal,1,Rock Tunnel B1F [stage=3],Braixen Lv33 | Cubone Lv34,Braixen Lv33 | Cubone Lv34
166,Pokemaniac Winston,hardcore|normal,1,Rock Tunnel B1F [stage=3],Magneton Lv34,Magneton Lv34
167,Pokemaniac Dawson,hardcore|normal,1,Victory Road 2F [stage=16],Lapras Lv80 | Lickilicky Lv81 | Flareon Lv80,Lapras Lv80 | Lickilicky Lv81 | Flareon Lv80
168,Pokemaniac Ashton,hardcore|normal,1,Rock Tunnel 1F [stage=3],Arctibax Lv32 | Farfetch’d Lv32,Arctibax Lv32 | Farfetch’d Lv32
169,Super Nerd Jovan,hardcore|normal,1,Mt. Moon 1F [stage=1],Magnemite Lv13 | Gimmighoul Lv14,Magnemite Lv13 | Gimmighoul Lv14
170,Super Nerd Miguel,hardcore|normal,1,Mt. Moon B2F [stage=1],Thwackey Lv104 | Voltorb Lv104 | Bibarel Lv104 | Sableye Lv104,Thwackey Lv101 | Voltorb Lv102 | Swoobat Lv102 | Skiddo Lv102 | Sableye Lv102
171,Super Nerd Aidan,hardcore|normal,1,Route 8 [stage=3],Voltorb Lv35 | Koffing Lv35 | Eelektrik Lv36 | Elgyem Lv37,Armarouge Lv102 | Tsareena Lv102 | Arcanine Lv102 | Basculegion Lv103 | Braviary Lv103
172,Super Nerd Glenn,hardcore|normal,1,Route 8 [stage=3],Grimer Lv35 | Grimer Lv36 | Muk Lv34,Grimer Lv35 | Grimer Lv36 | Muk Lv34
173,Super Nerd Leslie,hardcore|normal,1,Route 8 [stage=3],Weezing Lv36,Weezing Lv36
174,Ace Trainer Sharon,hardcore|normal,1,Berry Forest [stage=17],Serperior Lv103 | Volcarona Lv103 | Zoroark Lv103 | Dugtrio Lv103 | Absol Lv103 | Mantine Lv103,Serperior Lv103 | Volcarona Lv103 | Zoroark Lv103 | Dugtrio Lv103 | Absol Lv103 | Mantine Lv103
175,Ace Trainer Janny,hardcore|normal,1,Berry Forest [stage=17],Pelipper Lv103 | Ferrothorn Lv103 | Seismitoad Lv103 | Articuno Lv103 | Barraskewda Lv103 | Raikou Lv103,Pelipper Lv103 | Ferrothorn Lv103 | Seismitoad Lv103 | Articuno Lv103 | Barraskewda Lv103 | Raikou Lv103
176,Gatekeeper Owen,hardcore|normal,1,Berry Forest [stage=17],Meloetta Lv103 | Mew Lv103 | Kingler Lv103 | Giratina Lv103 | Enamorus Lv103 | Zebstrika Lv103,Meloetta Lv103 | Mew Lv103 | Kingler Lv103 | Giratina Lv103 | Enamorus Lv103 | Zebstrika Lv103
177,Super Nerd Erik,hardcore|normal,1,Cinnabar Island Gym [stage=11],Ninetales Lv72 | Rapidash Lv73 | Arcanine Lv72,Ninetales Lv72 | Rapidash Lv73 | Arcanine Lv72
178,Super Nerd Aavery,hardcore|normal,1,Cinnabar Island Gym [stage=11],Heatmor Lv72 | Charizard Lv71 | Talonflame Lv73 | Oricorio Lv72,Heatmor Lv72 | Charizard Lv71 | Talonflame Lv73 | Oricorio Lv72
179,Ace Trainer Derek,hardcore|normal,1,Cinnabar Island Gym [stage=11],Mienshao Lv101 | Arcanine Lv104 | Rhyperior Lv104 | Centiskorch Lv101 | Sunflora Lv101,Zapdos Lv103 | Arcanine Lv103 | Rhyperior Lv103 | Delphox Lv103 | Centiskorch Lv103
180,Ace Trainer Zac,hardcore|normal,1,Cinnabar Island Gym [stage=11],Nidoking Lv101 | Noivern Lv104 | Braviary Lv101 | Excadrill Lv104 | Volcarona Lv101,Cinderace Lv103 | Salamence Lv103 | Braviary Lv103 | Excadrill Lv103 | Volcarona Lv103
181,Hiker Marcos,hardcore|normal,1,Mt. Moon 1F [stage=1],Geodude Lv14 | Drilbur Lv16 | Nosepass Lv15,Geodude Lv14 | Drilbur Lv16 | Nosepass Lv15
182,Hiker Franklin,hardcore|normal,1,Route 25 [stage=2],Timburr Lv18 | Geodude Lv19,Timburr Lv18 | Geodude Lv19
183,Hiker Nob,hardcore|normal,1,Route 25 [stage=2],Phanpy Lv18 | Sandile Lv18 | Machop Lv19 | Makuhita Lv19,Phanpy Lv18 | Sandile Lv18 | Machop Lv19 | Makuhita Lv19
184,Hiker Wayne,hardcore|normal,1,Route 25 [stage=2],Naclstack Lv20,Naclstack Lv20
185,Hiker Alan,hardcore|normal,1,Route 9 [stage=3],Larvitar Lv31 | Carkol Lv32,Larvitar Lv31 | Carkol Lv32
186,Hiker Brice,hardcore|normal,1,Route 9 [stage=3],Klawf Lv30 | Carbink Lv30 | Minior Lv30,Klawf Lv30 | Carbink Lv30 | Minior Lv30
187,Hiker Clark,hardcore|normal,1,Route 10 [stage=3],Boldore Lv36 | Mawile Lv35,Boldore Lv36 | Mawile Lv35
188,Hiker Trent,hardcore|normal,1,Route 10 [stage=3],Rhyhorn Lv34 | Quagsire Lv35,Rhyhorn Lv34 | Quagsire Lv35
189,Hiker Dudley,hardcore|normal,1,Rock Tunnel B1F [stage=3],Lairon Lv34 | Ferroseed Lv34 | Dwebble Lv35,Lairon Lv34 | Ferroseed Lv34 | Dwebble Lv35
190,Hiker Allen,hardcore|normal,1,Rock Tunnel B1F [stage=3],Golett Lv35,Golett Lv35
191,Hiker Eric,hardcore|normal,1,Rock Tunnel B1F [stage=3],Revavroom Lv34 | Gligar Lv34,Revavroom Lv34 | Gligar Lv34
192,Hiker Lenny,hardcore|normal,1,Rock Tunnel 1F [stage=3],Anorith Lv32 | Lileep Lv31 | Cranidos Lv31 | Shieldon Lv32,Anorith Lv32 | Lileep Lv31 | Cranidos Lv31 | Shieldon Lv32
193,Hiker Oliver,hardcore|normal,1,Rock Tunnel 1F [stage=3],Glimmet Lv34 | Shuckle Lv35 | Baltoy Lv35,Glimmet Lv34 | Shuckle Lv35 | Baltoy Lv35
194,Hiker Lucas,hardcore|normal,1,Rock Tunnel 1F [stage=3],Honedge Lv35 | Teddiursa Lv35,Honedge Lv35 | Teddiursa Lv35
195,Biker Jared,hardcore|normal,1,Route 13 [stage=9],Crustle Lv104 | Leavanny Lv104 | Camerupt Lv104 | Mamoswine Lv104,Crustle Lv101 | Leavanny Lv101 | Camerupt Lv101 | Eelektross Lv101 | Mamoswine Lv101
196,Biker Malik,hardcore|normal,1,Route 14 [stage=9],Seviper Lv57 | Roserade Lv57,Seviper Lv57 | Roserade Lv57
197,Biker Ernest,hardcore|normal,1,Route 15 [stage=9],Weezing Lv57 | Weezing Lv57 | Weezing Lv57 | Salazzle Lv57 | Gengar Lv58,Weezing Lv57 | Weezing Lv57 | Weezing Lv57 | Salazzle Lv57 | Gengar Lv58
198,Biker Alex,hardcore|normal,1,Route 15 [stage=9],Drapion Lv57 | Toxicroak Lv57 | Weavile Lv57,Drapion Lv57 | Toxicroak Lv57 | Weavile Lv57
199,Biker Lao,hardcore|normal,1,Route 16 [stage=9],Mienshao Lv104 | Heliolisk Lv104 | Dugtrio Lv104,Mienshao Lv104 | Heliolisk Lv101 | Dugtrio Lv101
200,Professor Oak,hardcore|normal,1,Pallet Town Oak's Lab [stage=17],Tauros Lv103 | Exeggutor Lv103 | Charizard Lv103 | Gyarados Lv103 | Mew Lv103 | Jolteon Lv103,Tauros Lv103 | Exeggutor Lv103 | Charizard Lv103 | Gyarados Lv103 | Mew Lv103 | Jolteon Lv103
201,Biker Hideo,hardcore|normal,1,Route 16 [stage=9],Stunfisk Lv101 | Dracovish Lv104 | Beedrill Lv104 | Greninja Lv104 | Aron Lv1,Stunfisk Lv104 | Dracovish Lv101 | Beedrill Lv101 | Rotom Lv101 | Greninja Lv101 | Aron Lv1
202,Biker Ruben,hardcore|normal,1,Route 16 [stage=9],Accelgor Lv104 | Gigalith Lv104 | Roserade Lv104 | Houndstone Lv101,Accelgor Lv104 | Excadrill Lv101 | Gigalith Lv101 | Roserade Lv101 | Lopunny Lv101
203,Biker Billy,hardcore|normal,1,Route 17 [stage=9],Gumshoos Lv55,Gumshoos Lv55
204,Biker Nikolas,hardcore|normal,1,Route 17 [stage=9],Electrode Lv55 | Probopass Lv55,Electrode Lv55 | Probopass Lv55
205,Biker Jaxon,hardcore|normal,1,Route 17 [stage=9],Swalot Lv57 | Qwilfish Lv57,Swalot Lv57 | Qwilfish Lv57
206,Biker William,hardcore|normal,1,Route 18 [stage=9],Magnezone Lv104 | Whiscash Lv104 | Salamence Lv104 | Starmie Lv104,Magnezone Lv104 | Bisharp Lv101 | Whiscash Lv101 | Salamence Lv101 | Starmie Lv101
207,Biker Lukas,hardcore|normal,1,Route 14 [stage=9],Toxicroak Lv57 | Dragalge Lv57 | Swalot Lv56 | Weezing Lv57,Toxicroak Lv57 | Dragalge Lv57 | Swalot Lv56 | Weezing Lv57
208,Biker Isaac,hardcore|normal,1,Route 14 [stage=9],Garbodor Lv57 | Crobat Lv57 | Rhydon Lv57,Garbodor Lv57 | Crobat Lv57 | Rhydon Lv57
209,Biker Gerald,hardcore|normal,1,Route 14 [stage=9],Breloom Lv57 | Copperajah Lv57,Breloom Lv57 | Copperajah Lv57
210,Professor Oak,hardcore|normal,1,Pallet Town Oak's Lab [stage=17],Pidgeot Lv103 | Blastoise Lv103 | Flareon Lv103 | Zapdos Lv103 | Machamp Lv103 | Nidoking Lv103,Pidgeot Lv103 | Blastoise Lv103 | Flareon Lv103 | Zapdos Lv103 | Machamp Lv103 | Nidoking Lv103
213,Burglar Quinn,hardcore|normal,1,Cinnabar Island Gym [stage=11],Incineroar Lv72 | Delphox Lv73 | Emboar Lv74,Incineroar Lv72 | Delphox Lv73 | Emboar Lv74
214,Burglar Ramon,hardcore|normal,1,Cinnabar Island Gym [stage=11],Salazzle Lv74,Salazzle Lv74
215,Ace Trainer Lucy,hardcore|normal,1,Cinnabar Island Gym [stage=11],Lycanroc Lv104 | Darmanitan Lv104 | Gliscor Lv104 | Ursaluna Lv101 | Charizard Lv104,Lycanroc Lv103 | Darmanitan Lv103 | Gliscor Lv103 | Raging Bolt Lv103 | Charizard Lv103
216,Burglar Arnie,hardcore|normal,1,Pokemon Mansion 2F [stage=11],Charizard Lv67 | Delphox Lv69,Charizard Lv67 | Delphox Lv69
218,Burglar Simon,hardcore|normal,2,Pokemon Mansion 3F [stage=11]; Pokemon Mansion Gouging Fire's Room [stage=15],Ninetales Lv70,Ninetales Lv70
219,Burglar Lewis,hardcore|normal,1,Pokemon Mansion B1F [stage=11],Arcanine Lv70 | Rapidash Lv69,Arcanine Lv101 | Rillaboom Lv102 | Drapion Lv102 | Lopunny Lv103 | Spectrier Lv103 | Articuno Lv103
220,Engineer Baily,hardcore|normal,1,Vermilion City Gym [stage=3],Voltorb Lv28 | Emolga Lv27,Voltorb Lv28 | Emolga Lv27
221,Engineer Braxton,hardcore|normal,1,Route 11 [stage=2],Yamper Lv26,Yamper Lv26
222,Engineer Bernie,hardcore|normal,1,Route 11 [stage=2],Magnemite Lv25 | Electabuzz Lv24 | Tadbulb Lv24,Magnemite Lv25 | Electabuzz Lv24 | Tadbulb Lv24
223,Fisherman Dale,hardcore|normal,1,S.S. Anne 2F Room 2 [stage=2],Tentacool Lv27 | Clobbopus Lv27 | Finizen Lv27,Tentacool Lv27 | Clobbopus Lv27 | Finizen Lv27
224,Fisherman Barny,hardcore|normal,1,S.S. Anne B1F Room 1 [stage=2],Tentacool Lv25 | Arrokuda Lv27 | Mantyke Lv26,Tentacool Lv25 | Arrokuda Lv27 | Mantyke Lv26
225,Fisherman Ned,hardcore|normal,1,Route 12 [stage=3],Seaking Lv35 | Poliwhirl Lv34 | Clamperl Lv35,Seaking Lv35 | Poliwhirl Lv34 | Clamperl Lv35
226,Fisherman Chip,hardcore|normal,1,Route 12 [stage=3],Tentacruel Lv35 | Barraskewda Lv35,Tentacruel Lv35 | Barraskewda Lv35
227,Fisherman Hank,hardcore|normal,1,Route 12 [stage=3],Veluza Lv36,Veluza Lv36
228,Fisherman Elliot,hardcore|normal,1,Route 12 [stage=3],Whiscash Lv35 | Luvdisc Lv36 | Dondozo Lv37 | Seadra Lv35,Whiscash Lv35 | Luvdisc Lv36 | Dondozo Lv37 | Seadra Lv35
229,Fisherman Ronald,hardcore|normal,1,Route 21 North [stage=10],Seaking Lv64 | Sharpedo Lv64 | Cloyster Lv64 | Shellder Lv64,Seaking Lv64 | Sharpedo Lv64 | Cloyster Lv64 | Shellder Lv64
230,Fisherman Claude,hardcore|normal,1,Route 21 South [stage=10],Basculin Lv64 | Dhelmise Lv65,Basculin Lv64 | Dhelmise Lv65
231,Fisherman Wade,hardcore|normal,1,Route 21 North [stage=10],Magikarp Lv70 | Feebas Lv70 | Gyarados Lv64 | Milotic Lv63 | Alomomola Lv62 | Luvdisc Lv65,Magikarp Lv70 | Feebas Lv70 | Gyarados Lv64 | Milotic Lv63 | Alomomola Lv62 | Luvdisc Lv65
232,Fisherman Nolan,hardcore|normal,1,Route 21 South [stage=10],Cramorant Lv64 | Tatsugiri Lv63,Cramorant Lv64 | Tatsugiri Lv63
233,Fisherman Andrew,hardcore|normal,1,Route 12 [stage=9],Froslass Lv104 | Arctozolt Lv104,Froslass Lv101 | Barbaracle Lv101 | Baxcalibur Lv101
234,SwimmerM Luis,hardcore|normal,1,Cerulean City Gym [stage=2],Shellder Lv19 | Tirtouga Lv20,Shellder Lv19 | Tirtouga Lv20
235,SwimmerM Richard,hardcore|normal,1,Route 19 [stage=9],Dondozo Lv57 | Cloyster Lv59,Dondozo Lv57 | Cloyster Lv59
236,SwimmerM Reece,hardcore|normal,1,Route 19 [stage=9],Seaking Lv58 | Sharpedo Lv58 | Starmie Lv58,Seaking Lv58 | Sharpedo Lv58 | Starmie Lv58
237,SwimmerM Matthew,hardcore|normal,1,Route 19 [stage=10],Poliwhirl Lv63 | Slowbro Lv63,Poliwhirl Lv63 | Slowbro Lv63
238,SwimmerM Douglas,hardcore|normal,1,Route 19 [stage=10],Azumarill Lv61 | Tentacruel Lv61 | Toedscruel Lv62 | Lumineon Lv63,Azumarill Lv61 | Tentacruel Lv61 | Toedscruel Lv62 | Lumineon Lv63
239,SwimmerM David,hardcore|normal,1,Route 19 [stage=10],Gyarados Lv62 | Dewgong Lv63 | Lanturn Lv62,Gyarados Lv62 | Dewgong Lv63 | Lanturn Lv62
240,SwimmerM Tony,hardcore|normal,1,Route 19 [stage=10],Seadra Lv61 | Samurott Lv63,Seadra Lv61 | Samurott Lv63
241,SwimmerM Axle,hardcore|normal,1,Route 19 [stage=10],Tentacool Lv64 | Tentacruel Lv63 | Pelipper Lv62 | Starmie Lv62 | Cloyster Lv61,Tentacool Lv64 | Tentacruel Lv63 | Pelipper Lv62 | Starmie Lv62 | Cloyster Lv61
242,SwimmerM Barry,hardcore|normal,1,Route 20 [stage=10],Shellder Lv63 | Cloyster Lv64,Shellder Lv63 | Cloyster Lv64
243,SwimmerM Dean,hardcore|normal,1,Route 20 [stage=10],Swampert Lv65,Swampert Lv65
244,SwimmerM Darrin,hardcore|normal,1,Route 20 [stage=10],Seadra Lv62 | Barraskewda Lv62 | Kingdra Lv63 | Seadra Lv64,Seadra Lv62 | Barraskewda Lv62 | Kingdra Lv63 | Seadra Lv64
245,SwimmerM Spencer,hardcore|normal,1,Route 21 North [stage=10],Inteleon Lv63 | Tentacruel Lv64,Inteleon Lv63 | Tentacruel Lv64
246,SwimmerM Jack,hardcore|normal,1,Route 21 South [stage=10],Starmie Lv65,Starmie Lv65
247,SwimmerM Jerome,hardcore|normal,1,Route 21 South [stage=10],Simipour Lv63 | Blastoise Lv64,Simipour Lv63 | Blastoise Lv64
248,SwimmerM Roland,hardcore|normal,1,Route 21 South [stage=10],Poliwhirl Lv63 | Ludicolo Lv64 | Seismitoad Lv64,Poliwhirl Lv63 | Ludicolo Lv64 | Seismitoad Lv64
249,Cue Ball Koji,hardcore|normal,1,Route 16 [stage=9],Dracozolt Lv104,Kingler Lv101 | Dracozolt Lv101
250,Cue Ball Luke,hardcore|normal,1,Route 16 [stage=9],Dugtrio Lv104 | Hariyama Lv104,Zygarde Lv101 | Hariyama Lv102 | Golem Lv101
251,Cue Ball Camron,hardcore|normal,1,Route 16 [stage=9],Swampert Lv104 | Revavroom Lv104 | Scizor Lv104 | Cacturne Lv104,Swampert Lv104 | Aerodactyl Lv101 | Scizor Lv101 | Garchomp Lv101 | Cacturne Lv101
252,Cue Ball Raul,hardcore|normal,1,Route 17 [stage=9],Poliwrath Lv55 | Cyclizar Lv55,Poliwrath Lv55 | Cyclizar Lv55
253,Cue Ball Isaiah,hardcore|normal,1,Route 17 [stage=9],Zangoose Lv55 | Seviper Lv55,Zangoose Lv55 | Seviper Lv55
254,Cue Ball Zeek,hardcore|normal,1,Route 17 [stage=9],Hitmonchan Lv56,Hitmonchan Lv56
255,Cue Ball Jamal,hardcore|normal,1,Route 17 [stage=9],Feraligatr Lv55 | Rapidash Lv55 | Obstagoon Lv56 | Dodrio Lv56,Feraligatr Lv55 | Rapidash Lv55 | Obstagoon Lv56 | Dodrio Lv56
256,Cue Ball Corey,hardcore|normal,1,Route 17 [stage=9],Huntail Lv56 | Nidoking Lv56,Huntail Lv56 | Nidoking Lv56
258,Gambler Hugo,hardcore|normal,1,Route 11 [stage=2],Poliwhirl Lv25 | Falinks Lv26,Poliwhirl Lv25 | Falinks Lv26
